Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/08/28 1:20:28 PM AST,Local;State;National,"Sports;Politics;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy",Topics related to small business owners;Topics related to community engagement,State politics,English,English,English,News apps,Récord journal,News apps,Some,Some,Some,A lot,Neutral,Agree,Disagree,Meriden,No,Us,70 or older,Man,English,I am a small business owner,Yes,Yes,Yes,REMOVED,No,NA,Would like to see more objective reporting not tainted by opinopn
2022/08/28 2:09:33 PM AST,Local,Real estate and homeownership;Technology,Topics related to teens;Topics related to young adults,NA,English,English,English,Social media,NA,Social media,NA,NA,NA,NA,NA,NA,NA,Meriden,Yes,US,18-29,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/28 2:10:32 PM AST,Local;State;National;International,"Sports;Politics;Music, arts, and culture;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Diversity and social justice;Technology;Food",Topics related to teens;Topics related to young adults;Topics related to community engagement,cartoons r cool,Both English and Spanish,Both English and Spanish,English,Social media,Telemundo,TV,Some,A lot,Some,Some,Neutral,Agree,Neutral,Meriden,Yes,usa,Under 18,Man,Both English and Spanish,I am a student,Yes,Yes,No,NOT PROVIDED,No,NA,no
2022/08/28 2:13:49 PM AST,International,"Sports;Politics;Music, arts, and culture;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors;Topics related to young adults,Some news of cultural aspects,English,English,English,Email/newsletters,ABC news,TV,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Danbury,Yes,Usa,Under 18,Man,Both English and Spanish,I am a student,Yes,Yes,No,NOT PROVIDED,Yes,NA,N/A
2022/08/28 2:19:52 PM AST,Local;State;National;International,"Sports;Music, arts, and culture;Education;Health;Diversity and social justice",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,Small businesses,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,BBC,TV,A lot,Some,Some,Some,Agree,Agree,Agree,Meriden,Yes,Ecuador,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/08/28 3:00:01 PM AST,Local;State,"Politics;Music, arts, and culture;Education;Health;Local events;Food",Topics related to community engagement,Opinion columns,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,MBC,TV,Some,Some,A lot,A lot,Neutral,Agree,Agree,New Haven,Yes,Puerto Rico,50-59,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/28 3:27:01 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Local events;Environmental issues & climate change",NA,"Positive news, transparent news",English,English,English,Social media,"PVS News , CVTV",News apps,Some,A lot,Some,Not at all,Agree,Agree,Agree,Meriden,Yes,USA,70 or older,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,What we’re doing important
2022/08/28 3:30:00 PM AST,Local,"Sports;Music, arts, and culture;Local businesses;Health;Local events",Topics related to families with children;Topics related to young adults,NA,English,NA,NA,TV,NA,TV,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Meriden,Yes,NA,40-49,Man,English,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,No,NA,NA
2022/08/28 4:46:09 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Small business advertisement,English,Both English and Spanish,English,TV,Record journal fox,Newspapers,Some,Some,Not at all,Some,Neutral,Agree,Neutral,Meriden,Yes,United states,30-39,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,Thank you for all you do for our culture and community
2022/08/28 5:50:14 PM AST,State,"Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,Community engagement,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Cnn,TV,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Waterbury,Yes,United States,40-49,Man,Both English and Spanish,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/08/29 1:33:56 PM AST,Local;State;National,"Sports;Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,NA,English,English,English,TV,NA,Social media,A lot,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,United States of America,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/09/01 10:37:10 AM AST,Local;State,"Music, arts, and culture;Education;Health",Topics related to families with children;Topics related to teens;Topics related to seniors,"Cartoons for the kids, more local news, positive things",Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,"CNN, telemundo",Newspapers,Some,Some,Some,Not at all,Neutral,Neutral,Neutral,Meriden,Yes,Puerto Rico,70 or older,Woman,Both English and Spanish,None of these,No,No,Yes,NOT PROVIDED,NA,NA,"I love Meriden, I’ e been a lot of years"
2022/09/01 11:11:59 AM AST,Local,Sports;Politics;Education;Health;Food,Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,"Record Journal and Facebook, Telemundo",TV,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,No,It needs to get better
2022/09/01 11:26:35 AM AST,International,"Music, arts, and culture;Technology;Food",Topics related to families with children,Education,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox News,TV,A lot,Some,Some,Some,Neutral,Neutral,Neutral,Middletown,Yes,Puerto Rico,50-59,Man,Spanish,None of these,Yes,No,No,NOT PROVIDED,NA,No,"More stuff to help the homeless and single parents, and information for single moms"
2022/09/01 11:40:55 AM AST,Local;State,"Music, arts, and culture;Local businesses;Finance, wealth, and financial literacy;Real estate and homeownership",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,More about positive things,English,English,English,TV,Channel 8,TV,Not at all,Not at all,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,USA,60-69,Woman,English,None of these,No,No,Yes,NOT PROVIDED,NA,No,No comments
2022/09/02 10:35:46 AM AST,Local,"Music, arts, and culture",Topics related to families with children,Cartoons,English,English,English,Social media,Telemundo,TV,A lot,A lot,A lot,Some,Agree,Agree,Neutral,Meriden,Yes,Puerto Rico,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,No,Not commercials and not advertisement about how people die
2022/09/02 10:42:17 AM AST,International,Local businesses,Topics related to community engagement,No,English,English,English,Newspapers,Fox news,TV,Some,Not at all,A lot,A lot,Agree,Agree,Neutral,Meriden,No,USA,60-69,Man,English,None of these,No,Yes,Yes,NOT PROVIDED,NA,No,No comments
2022/09/02 11:24:04 AM AST,National,Sports;Education,Topics related to families with children;Topics related to seniors,Investigative articles,English,English,English,Social media,CNN and NBC,TV,Some,Some,Not at all,Some,Neutral,Neutral,Disagree,Meriden,No,USA,60-69,Woman,English and Abinic,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,No,No comments
2022/09/03 11:16:36 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership",Topics related to families with children;Topics related to seniors;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,"ABC News, Univision",News apps,A lot,A lot,Some,Some,Agree,Agree,Agree,Hamden,Yes,United States,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,Yes,No
2022/09/03 11:26:41 AM AST,State,"Sports;Politics;Music, arts, and culture;Education;Finance, wealth, and financial literacy",Topics related to families with children;Topics related to teens;Topics related to community engagement,Health,Spanish,NA,NA,Social media,Fox news,Social media,Some,Some,Some,Some,Agree,Neutral,Neutral,New Haven,Yes,Mexico,30-39,Man,Spanish,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,Yes,No,NA
2022/09/03 11:27:56 AM AST,National,Sports;Education;Local events,Topics related to families with children;Topics related to young adults,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Cnn,"Friends, social circles, or word of mouth",Some,Some,Not at all,Some,Neutral,Neutral,Neutral,Middletown,Yes,Mexico,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,No,REMOVED,Yes,Yes,NA
2022/09/03 11:53:00 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Education;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,"More local Hispanic news, how and what are Hispanics accomplishing around the world",Spanish,English,English,TV,Univison,TV,Some,A lot,A lot,Some,Agree,Neutral,Agree,New Haven,Yes,America,18-29,Woman,Both English and Spanish,I am a student,Yes,Yes,No,REMOVED,Yes,No,Thank you !
2022/09/03 11:53:52 AM AST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Food,None of these,No,English,English,English,TV,"No
",TV,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Hartford,Prefer not to say,Mexico,Prefer not to say,Man,Both English and Spanish,I am a parent of a child under 18 years old,Prefer not to say,Yes,Prefer not to say,NOT PROVIDED,No,No,No
2022/09/03 12:17:46 PM AST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Health;Environmental issues & climate change;Travel and hospitality,Topics related to young adults,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CBS,TV,Some,Some,Not at all,Some,Agree,Agree,Agree,Cheshire,Yes,Puerto Rico,50-59,Man,Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/09/03 12:48:56 PM AST,Local;State,"Politics;Music, arts, and culture",None of these,Investigative articles,English,English,English,Social media,"CNN and Fox, Chanel 3 and 30",NA,Not at all,Not at all,Not at all,Some,Neutral,Agree,Agree,Meriden,No,USA,40-49,Man,English,None of these,Yes,Yes,No,NOT PROVIDED,No,No,No comments
2022/09/04 10:05:43 AM AST,None,"Music, arts, and culture",Topics related to seniors,Opinion columns,English,English,English,TV,CNN,TV,Not at all,Not at all,Not at all,Some,Neutral,Neutral,Neutral,Las Vegas,Yes,Puerto Rico,60-69,Woman,Both English and Spanish,None of these,No,Yes,No,NOT PROVIDED,NA,No,No comments
2022/09/04 10:50:11 AM AST,International,Sports;Politics,Topics related to teens,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CNN,TV,Some,A lot,Not at all,Not at all,Neutral,Disagree,Agree,Cheshire,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/09/04 11:06:27 AM AST,Local,"Music, arts, and culture",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners,More help to the families and education,English,English,English,Social media,Record Journal and Facebook,TV,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,No,USA,50-59,Woman,English,None of these,No,Yes,Yes,NOT PROVIDED,No,No,No comments
